Name,Length,gene,product,reads,reads-with-tail,mean-tail,proportion-with-tail
YDR261W-B/YDR261W-A,5514,YDR261W-B/YDR261W-A,"Retrotransposon TYA Gag and TYB Pol genes  transcribed/translated as one unit  polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN)  similar to retroviral genes/Retrotransposon TYA Gag gene co-transcribed with TYB Pol  translated as TYA or TYA-TYB polyprotein  Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs)  similar to retroviral Gag",5403.0,5013.0,33.4418511869,0.927817878956
YDR262W,1019,YDR262W,Putative protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the vacuole and is induced in response to the DNA-damaging agent MMS  gene expression increases in response to Zymoliase treatment,10423.0,9964.0,36.8456443196,0.955962774633
YDR265W,1214,PEX10,"Peroxisomal membrane E3 ubiquitin ligase, required for for Ubc4p-dependent Pex5p ubiquitination and peroxisomal matrix protein import  contains zinc-binding RING domain  mutations in human homolog cause various peroxisomal disorders",1308.0,1269.0,41.7635933806,0.970183486239
YDR268W,1340,MSW1,Mitochondrial tryptophanyl-tRNA synthetase,4294.0,4179.0,27.3883704235,0.973218444341
YDR270W,3215,CCC2,"Cu(+2)-transporting P-type ATPase, required for export of copper from the cytosol into an extracytosolic compartment  has similarity to human proteins involved in Menkes and Wilsons diseases",1221.0,984.0,32.468495935,0.805896805897
YDR272W,1025,GLO2,"Cytoplasmic glyoxalase II, catalyzes the hydrolysis of S-D-lactoylglutathione into glutathione and D-lactate",4442.0,4243.0,32.1604996465,0.955200360198
YDR273W,1298,DON1,"Meiosis-specific component of the spindle pole body, part of the leading edge protein (LEP) coat, forms a ring-like structure at the leading edge of the prospore membrane during meiosis II",2140.0,1965.0,34.5597964377,0.918224299065
YDR275W,908,BSC2,"Protein of unknown function, ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression",2812.0,2602.0,30.0914681015,0.925320056899
YDR279W,1253,RNH202,"Ribonuclease H2 subunit, required for RNase H2 activity  related to human AGS2 that causes Aicardi-Goutieres syndrome",4408.0,4020.0,32.5950248756,0.911978221416
YDR280W,1118,RRP45,"Exosome non-catalytic core component  involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm  has similarity to E. coli RNase PH and to human hRrp45p (PM/SCL-75, EXOSC9)",10432.0,10023.0,30.0613588746,0.960793711656
YDR285W,2828,ZIP1,Transverse filament protein of the synaptonemal complex  required for normal levels of meiotic recombination and pairing between homologous chromosome during meiosis  potential Cdc28p substrate,1340.0,1278.0,42.2887323944,0.953731343284
YDR287W,1079,INM2,"Inositol monophosphatase, involved in biosynthesis of inositol  enzymatic activity requires magnesium ions and is inhibited by lithium and sodium ions  inm1 inm2 double mutant lacks inositol auxotrophy",2770.0,2441.0,34.0069643589,0.881227436823
YDR288W,1112,NSE3,Essential subunit of the Mms21-Smc5-Smc6 complex  protein of unknown function  required for DNA repair and growth,4143.0,4073.0,38.6943285048,0.983104030895
YDR290W,530,YDR290W,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps the verified ORF RTT103",14.0,14.0,16.2857142857,1.0
YDR291W,3434,HRQ1,Putative RecQ helicase  belongs to the widely conserved RecQ family of proteins which are involved in maintaining genomic integrity  similar to the human RecQ4p implicated in Rothmund-Thomson syndrome(RTS),1620.0,1549.0,38.2504841833,0.956172839506
YDR296W,881,MHR1,Protein involved in homologous recombination in mitochondria  required for recombination-dependent mtDNA partitioning  involved in stimulation of mitochondrial DNA replication in response to oxidative stress,6398.0,5965.0,35.0635373009,0.932322600813
YDR297W,1250,SUR2,"Sphinganine C4-hydroxylase, catalyses the conversion of sphinganine to phytosphingosine in sphingolipid biosyntheis",11267.0,11021.0,39.6206333364,0.97816632644
YDR299W,1805,BFR2,Essential protein that is a component of 90S preribosomes  may be involved in rRNA processing  multicopy suppressor of sensitivity to Brefeldin A  expression is induced during lag phase and also by cold shock,35945.0,34570.0,33.2925658085,0.961747113646
YDR301W,4274,CFT1,"RNA-binding subunit of the mRNA cleavage and polyadenylation factor  involved in poly(A) site recognition and required for both pre-mRNA cleavage and polyadenylation, 51% sequence similarity with mammalian AAUAA-binding subunit of CPSF",12969.0,12853.0,39.2397883763,0.991055594109
YDR302W,860,GPI11,ER membrane protein involved in a late step of glycosylphosphatidylinositol (GPI) anchor assembly  involved in the addition of phosphoethanolamine to the multiply mannosylated GPI intermediate  human PIG-Fp is a functional homolog,2237.0,2141.0,32.7403082672,0.957085382208
YDR307W,2189,YDR307W,Putative protein of unknown function,3780.0,3733.0,38.3643182427,0.987566137566
YDR311W,2129,TFB1,"Subunit of TFIIH and nucleotide excision repair factor 3 complexes, required for nucleotide excision repair, target for transcriptional activators",7839.0,7728.0,31.904373706,0.985840030616
YDR312W,1562,SSF2,"Protein required for ribosomal large subunit maturation, functionally redundant with Ssf1p  member of the Brix family",16303.0,15825.0,35.6833491311,0.9706802429
YDR316W,1616,OMS1,Protein integral to the mitochondrial membrane  has a conserved methyltransferase motif  multicopy suppressor of respiratory defects caused by OXA1 mutations,4435.0,4298.0,35.5686365752,0.969109357384
YDR316W-B/YDR316W-A,5469,YDR316W-B/YDR316W-A,"Retrotransposon TYA Gag and TYB Pol genes  transcribed/translated as one unit  polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN)  similar to retroviral genes/Retrotransposon TYA Gag gene co-transcribed with TYB Pol  translated as TYA or TYA-TYB polyprotein  Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs)  similar to retroviral Gag",22829.0,14121.0,25.8801784576,0.61855534627
YDR317W,1445,HIM1,Protein of unknown function involved in DNA repair,1192.0,1140.0,37.801754386,0.956375838926
YDR318W,1390,MCM21,"Protein involved in minichromosome maintenance  component of the COMA complex (Ctf19p, Okp1p, Mcm21p, Ame1p) that bridges kinetochore subunits that are in contact with centromeric DNA and the subunits bound to microtubules",2160.0,2055.0,37.2238442822,0.951388888889
YDR320W-B,338,YDR320W-B,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  overlaps the verified gene DAD4/YDR320C-A",37.0,14.0,39.9285714286,0.378378378378
YDR321W,1346,ASP1,"Cytosolic L-asparaginase, involved in asparagine catabolism",12806.0,12175.0,34.0813141684,0.950726222083
YDR322W,1304,MRPL35,Mitochondrial ribosomal protein of the large subunit,8529.0,6582.0,34.0575812823,0.77172001407
YDR325W,3308,YCG1,"Subunit of the condensin complex  required for establishment and maintenance of chromosome condensation, chromosome segregation and chromatin binding of the condensin complex  required for clustering of tRNA genes at the nucleolus",3260.0,3212.0,35.6058530511,0.98527607362
YDR327W,527,YDR327W,"Dubious open reading frame unlikely to encode a protein, based on experimental and comparative sequence data  partially overlaps the verified gene SKP1",21.0,16.0,23.75,0.761904761905
YDR330W,1703,UBX5,UBX (ubiquitin regulatory X) domain-containing protein that interacts with Cdc48p,3044.0,2915.0,32.3495711835,0.957621550591
YDR331W,1436,GPI8,ER membrane glycoprotein subunit of the glycosylphosphatidylinositol transamidase complex that adds glycosylphosphatidylinositol (GPI) anchors to newly synthesized proteins  human PIG-K protein is a functional homolog,5534.0,5237.0,41.6415886958,0.946331767257
YDR332W,2270,IRC3,Putative RNA helicase of the DEAH/D-box family  null mutant displays increased levels of spontaneous Rad52p foci  green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion,1598.0,1562.0,40.8194622279,0.9774718398
YDR334W,4745,SWR1,"Swi2/Snf2-related ATPase that is the structural component of the SWR1 complex, which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A",4526.0,4248.0,37.4154896422,0.938577110031
YDR335W,3875,MSN5,"Karyopherin involved in nuclear import and export of proteins, including import of replication protein A and export of Swi6p, Far1p, and Pho4p  required for re-export of mature tRNAs after their retrograde import from the cytoplasm",3964.0,3515.0,30.2549075391,0.886730575177
YDR336W,1145,YDR336W,Putative protein of unknown function  sumoylated under stress conditions in a genome wide study  YDR336W is not an essential gene,1364.0,1260.0,37.4492063492,0.923753665689
YDR337W,1061,MRPS28,Mitochondrial ribosomal protein of the small subunit,5895.0,5807.0,41.5019803685,0.985072094996
YDR340W,503,YDR340W,Putative protein of unknown function,463.0,460.0,35.9543478261,0.993520518359
YDR347W,1166,MRP1,"Mitochondrial ribosomal protein of the small subunit  MRP1 exhibits genetic interactions with PET122, encoding a COX3-specific translational activator, and with PET123, encoding a small subunit mitochondrial ribosomal protein",4727.0,4321.0,36.440638741,0.914110429448
YDR351W,2795,SBE2,Protein involved in the transport of cell wall components from the Golgi to the cell surface  required for bud growth,5891.0,5623.0,30.9199715454,0.954506874894
YDR352W,1154,YDR352W,Putative protein of unknown function,5586.0,5295.0,36.9690273843,0.947905477981
YDR353W,1160,TRR1,"Cytoplasmic thioredoxin reductase, key regulatory enzyme that determines the redox state of the thioredoxin system, which acts as a disulfide reductase system and protects cells against both oxidative and reductive stress",32820.0,31660.0,32.364497789,0.964655697745
YDR354W,1343,TRP4,"Anthranilate phosphoribosyl transferase of the tryptophan biosynthetic pathway, catalyzes the phosphoribosylation of anthranilate, subject to the general control system of amino acid biosynthesis",16150.0,15609.0,35.5402652316,0.966501547988
YDR356W,3035,SPC110,"Inner plaque spindle pole body (SPB) component, ortholog of human kendrin  involved in connecting nuclear microtubules to SPB  interacts with Tub4p-complex and calmodulin  phosphorylated by Mps1p in cell cycle-dependent manner",823.0,611.0,31.3715220949,0.742405832321
YDR358W,1874,GGA1,"Golgi-localized protein with homology to gamma-adaptin, interacts with and regulates Arf1p and Arf2p in a GTP-dependent manner in order to facilitate traffic through the late Golgi",1595.0,1540.0,33.1435064935,0.965517241379
YDR360W,635,OPI7,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps verified gene VID21/YDR359C.",21.0,17.0,28.1764705882,0.809523809524
YDR363W,1571,ESC2,"Sumo-like domain protein  prevents accumulation of toxic intermediates during replication-associated recombinational repair  roles in silencing, lifespan, chromatid cohesion and the intra-S-phase DNA damage checkpoint  RENi family member",775.0,737.0,34.4070556309,0.950967741935
YDR363W-A,470,SEM1,Component of the lid subcomplex of the regulatory subunit of the 26S proteasome  involved in mRNA export mediated by the TREX-2 complex (Sac3p-Thp1p)  ortholog of human DSS1,10646.0,9860.0,29.3102434077,0.926169453316
YDR365W-B/YDR365W-A,5469,YDR365W-B/YDR365W-A,"Retrotransposon TYA Gag and TYB Pol genes  transcribed/translated as one unit  polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN)  similar to retroviral genes/Retrotransposon TYA Gag gene co-transcribed with TYB Pol  translated as TYA or TYA-TYB polyprotein  Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs)  similar to retroviral Gag",17422.0,13992.0,28.8848627787,0.803122488807
YDR367W,967,KEI1,Component of inositol phosphorylceramide (IPC) synthase  forms a complex with Aur1p and regulates its activity  required for IPC synthase complex localization to the Golgi  post-translationally processed by Kex2p  KEI1 is an essential gene,8856.0,8463.0,34.3605104573,0.955623306233
YDR368W,1139,YPR1,"NADPH-dependent aldo-keto reductase, reduces multiple substrates including 2-methylbutyraldehyde and D,L-glyceraldehyde, expression is induced by osmotic and oxidative stress  functionally redundant with other aldo-keto reductases",6748.0,6525.0,30.5118773946,0.96695317131
YDR371W,1736,CTS2,"Putative chitinase, functionally complements A. gossypii cts2 mutant sporulation defect",1957.0,1919.0,36.1516414799,0.980582524272
YDR373W,773,FRQ1,N-myristoylated calcium-binding protein that may have a role in intracellular signaling through its regulation of the phosphatidylinositol 4-kinase Pik1p  member of the recoverin/frequenin branch of the EF-hand superfamily,2645.0,2538.0,30.8483057526,0.9595463138
YDR374W-A,470,YDR374W-A,Putative protein of unknown function,1910.0,1867.0,38.5961435458,0.977486910995
YDR376W,1682,ARH1,"Oxidoreductase of the mitochondrial inner membrane, involved in cytoplasmic and mitochondrial iron homeostasis and required for activity of Fe-S cluster-containing enzymes  one of the few mitochondrial proteins essential for viability",6040.0,5569.0,31.2555216376,0.92201986755
YDR377W,506,ATP17,"Subunit f of the F0 sector of mitochondrial F1F0 ATP synthase, which is a large, evolutionarily conserved enzyme complex required for ATP synthesis",3996.0,3483.0,25.318403675,0.871621621622
YDR379W,3230,RGA2,"GTPase-activating protein for the polarity-establishment protein Cdc42p  implicated in control of septin organization, pheromone response, and haploid invasive growth  regulated by Pho85p and Cdc28p",3341.0,3176.0,35.1344458438,0.950613588746
YDR380W,2108,ARO10,"Phenylpyruvate decarboxylase, catalyzes decarboxylation of phenylpyruvate to phenylacetaldehyde, which is the first specific step in the Ehrlich pathway",7100.0,4668.0,35.0344901457,0.657464788732
YDR381W,1647,YRA1,"RNA binding protein required for export of poly(A)+ mRNA from the nucleus  proposed to couple mRNA export with 3' end processing via its interactions with Mex67p and Pcf11p  functionally redundant with Yra2p, another REF family member",9670.0,9259.0,39.9128415596,0.957497414685
YDR382W,533,RPP2B,"Ribosomal protein P2 beta, a component of the ribosomal stalk, which is involved in the interaction between translational elongation factors and the ribosome  regulates the accumulation of P1 (Rpp1Ap and Rpp1Bp) in the cytoplasm",162736.0,158238.0,34.3022030107,0.972360141579
YDR385W,2729,EFT2,"Elongation factor 2 (EF-2), also encoded by EFT1  catalyzes ribosomal translocation during protein synthesis  contains diphthamide, the unique posttranslationally modified histidine residue specifically ADP-ribosylated by diphtheria toxin",134895.0,131602.0,33.5128873421,0.975588420623
YDR386W,2099,MUS81,"Subunit of the structure-specific Mms4p-Mus81p endonuclease that cleaves branched DNA  involved in DNA repair, replication fork stability, and joint molecule formation/resolution during meiotic recombination  helix-hairpin-helix protein",1036.0,940.0,34.4978723404,0.907335907336
YDR388W,1649,RVS167,"Actin-associated protein with roles in endocytosis and exocytosis  interacts with Rvs161p to regulate actin cytoskeleton, endocytosis, and viability following starvation or osmotic stress  recruited to bud tips by Gyl1p and Gyp5p during polarized growth  homolog of mammalian amphiphysin",12202.0,10974.0,26.5434663751,0.899360760531
YDR389W,2165,SAC7,"GTPase activating protein (GAP) for Rho1p, involved in signaling to the actin cytoskeleton, null mutations suppress tor2 mutations and temperature sensitive mutations in actin  potential Cdc28p substrate",4936.0,4807.0,35.6590389016,0.97386547812
YDR392W,1214,SPT3,"Subunit of the SAGA and SAGA-like transcriptional regulatory complexes, interacts with Spt15p to activate transcription of some RNA polymerase II-dependent genes, also functions to inhibit transcription at some promoters",3825.0,3748.0,37.0432230523,0.979869281046
YDR393W,1571,SHE9,"Mitochondrial inner membrane protein required for normal mitochondrial morphology, may be involved in fission of the inner membrane  forms a homo-oligomeric complex",2568.0,2456.0,35.628257329,0.956386292835
YDR394W,1487,RPT3,One of six ATPases of the 19S regulatory particle of the 26S proteasome involved in the degradation of ubiquitinated substrates  substrate of N-acetyltransferase B,19625.0,17465.0,34.5519038076,0.889936305732
YDR395W,3035,SXM1,"Nuclear transport factor (karyopherin) involved in protein transport between the cytoplasm and nucleoplasm  similar to Nmd5p, Cse1p, Lph2p, and the human cellular apoptosis susceptibility protein, CAS1",6343.0,6226.0,42.3625120463,0.981554469494
YDR396W,701,YDR396W,Dubious open reading frame unlikely to encode a functional protein  extensively overlaps essential NCB2 gene encoding the beta subunit of the NC2 dimeric histone-fold complex,426.0,416.0,49.1105769231,0.976525821596
YDR398W,2132,UTP5,Subunit of U3-containing Small Subunit (SSU) processome complex involved in production of 18S rRNA and assembly of small ribosomal subunit,20733.0,16000.0,30.90475,0.771716587083
YDR399W,866,HPT1,"Dimeric hypoxanthine-guanine phosphoribosyltransferase, catalyzes the formation of both inosine monophosphate and guanosine monophosphate  mutations in the human homolog HPRT1 can cause Lesch-Nyhan syndrome and Kelley-Seegmiller syndrome",23374.0,23006.0,40.1971659567,0.984256010952
YDR400W,1223,URH1,"Uridine nucleosidase (uridine-cytidine N-ribohydrolase), cleaves N-glycosidic bonds in nucleosides  involved in the pyrimidine salvage and nicotinamide riboside salvage pathways",2295.0,2214.0,37.8247515808,0.964705882353
YDR401W,764,YDR401W,"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data",127.0,122.0,39.1475409836,0.96062992126
YDR403W,1811,DIT1,"Sporulation-specific enzyme required for spore wall maturation, involved in the production of a soluble LL-dityrosine-containing precursor of the spore wall  transcripts accumulate at the time of prospore enclosure",703.0,694.0,41.9567723343,0.98719772404
YDR405W,992,MRP20,Mitochondrial ribosomal protein of the large subunit,7576.0,5033.0,39.2092191536,0.664334741288
YDR406W/YDR406W-A,5035,PDR15/YDR406W-A,"Plasma membrane ATP binding cassette (ABC) transporter, multidrug transporter and general stress response factor implicated in cellular detoxification  regulated by Pdr1p, Pdr3p and Pdr8p  promoter contains a PDR responsive element/Dubious open reading frame unlikely to encode a functional protein  identified by fungal homology and RT-PCR",988.0,927.0,38.6709816613,0.938259109312
YDR409W,2915,SIZ1,SUMO/Smt3 ligase that promotes the attachment of sumo (Smt3p  small ubiquitin-related modifier) to proteins  binds Ubc9p and may bind septins  specifically required for sumoylation of septins in vivo  localized to the septin ring,1416.0,1342.0,35.3137108793,0.947740112994
YDR412W,908,RRP17,Component of the pre-60S pre-ribosomal particle  required for cell viability under standard (aerobic) conditions but not under anaerobic conditions  exonuclease required for 5&#8242  end processing of pre-60S ribosomal RNA,10167.0,9633.0,32.5717844908,0.947477131897
YDR416W,2780,SYF1,"Member of the NineTeen Complex (NTC) that contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2, U5, and U6 snRNAs  null mutant has splicing defect and arrests in G2/M  homologs in human and C. elegans",5245.0,4973.0,32.7617132516,0.948141086749
YDR418W,698,RPL12B,"Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl12Ap  rpl12a rpl12b double mutant exhibits slow growth and slow translation  has similarity to E. coli L11 and rat L12 ribosomal proteins",116498.0,108215.0,28.342355496,0.928900066954
YDR419W,2099,RAD30,"DNA polymerase eta, involved in translesion synthesis during post-replication repair  catalyzes the synthesis of DNA opposite cyclobutane pyrimidine dimers and other lesions  mutations in human pol eta are responsible for XPV",816.0,706.0,35.1133144476,0.865196078431
YDR420W,5609,HKR1,"Mucin family member that functions as an osmosensor in the Sho1p-mediated HOG pathway with Msb2p  proposed to be a negative regulator of filamentous growth  mutant displays defects in beta-1,3 glucan synthesis and bud site selection",10088.0,9439.0,34.5235724123,0.935666137986
YDR421W,3053,ARO80,Zinc finger transcriptional activator of the Zn2Cys6 family  activates transcription of aromatic amino acid catabolic genes in the presence of aromatic amino acids,1521.0,1400.0,36.545,0.920447074293
YDR425W,2078,SNX41,"Sorting nexin, involved in the retrieval of late-Golgi SNAREs from the post-Golgi endosome to the trans-Golgi network  interacts with Snx4p",1555.0,1493.0,37.3784326859,0.960128617363
YDR427W,1382,RPN9,"Non-ATPase regulatory subunit of the 26S proteasome, has similarity to putative proteasomal subunits in other species  null mutant is temperature sensitive and exhibits cell cycle and proteasome assembly defects",20741.0,19704.0,31.0624238733,0.950002410684
YDR431W,512,YDR431W,"Dubious ORF unlikely to encode a functional protein, based on available experimental and comparative sequence data",62.0,57.0,39.0877192982,0.91935483871
YDR432W/YDR433W,1458,NPL3/YDR433W,"RNA-binding protein that promotes elongation, regulates termination, and carries poly(A) mRNA from nucleus to cytoplasm  required for pre-mRNA splicing  dissociation from mRNAs promoted by Mtr10p  phosphorylated by Sky1p in the cytoplasm/Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data",220053.0,166483.0,16.6640077365,0.756558647235
YDR434W,1805,GPI17,Transmembrane protein subunit of the glycosylphosphatidylinositol transamidase complex that adds GPIs to newly synthesized proteins  human PIG-Sp homolog,12803.0,12515.0,34.3224930084,0.977505272202
YDR436W,2333,PPZ2,"Serine/threonine protein phosphatase Z, isoform of Ppz1p  involved in regulation of potassium transport, which affects osmotic stability, cell cycle progression, and halotolerance",1038.0,994.0,40.0774647887,0.957610789981
YDR437W,623,GPI19,"Subunit of GPI-GlcNAc transferase involved in synthesis of N-acetylglucosaminyl phosphatidylinositol (GlcNAc-PI), which is the first intermediate in glycosylphosphatidylinositol (GPI) anchor synthesis, shares similarity with mammalian PIG-P",13.0,7.0,34.5714285714,0.538461538462
YDR438W,1313,THI74,Mitochondrial transporter repressible by thiamine,841.0,816.0,43.4865196078,0.970273483948
YDR439W,1244,LRS4,"Nucleolar protein that forms a complex with Csm1p, and then Mam1p at kinetochores during meiosis I to mediate accurate homolog segregation  required for condensin recruitment to the replication fork barrier site and rDNA repeat segregation",4608.0,4443.0,37.2822417286,0.964192708333
YDR440W,1949,DOT1,"Nucleosomal histone H3-Lys79 methylase  methylation is required for telomeric silencing, meiotic checkpoint control, and DNA damage response",1909.0,1384.0,27.5137283237,0.724986904138
YDR442W,593,YDR442W,"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data",2.0,2.0,26.0,1.0
YDR444W,2264,YDR444W,Putative protein of unknown function,7518.0,6072.0,29.1286231884,0.807661612131
YDR446W,1109,ECM11,"Non-essential protein apparently involved in meiosis, GFP fusion protein is present in discrete clusters in the nucleus throughout mitosis  may be involved in maintaining chromatin structure",50.0,50.0,37.92,1.0
YDR448W,1505,ADA2,"Transcription coactivator, component of the ADA and SAGA transcriptional adaptor/HAT (histone acetyltransferase) complexes",1068.0,1022.0,52.3258317025,0.956928838951
YDR450W,1076,RPS18A,Protein component of the small (40S) ribosomal subunit  nearly identical to Rps18Bp and has similarity to E. coli S13 and rat S18 ribosomal proteins,143491.0,105872.0,26.3242500378,0.737830247193
YDR452W,2225,PPN1,Vacuolar endopolyphosphatase with a role in phosphate metabolism  functions as a homodimer,7078.0,6205.0,31.9060435133,0.876660073467
YDR456W,2102,NHX1,"Na+/H+ and K+/H+ exchanger, required for intracellular sequestration of Na+ and K+  located in the vacuole and late endosome compartments  required for osmotolerance to acute hypertonic shock and for vacuolar fusion",6581.0,6260.0,36.7530351438,0.951223218356
YDR457W,10007,TOM1,E3 ubiquitin ligase of the hect-domain class  has a role in mRNA export from the nucleus and may regulate transcriptional coactivators  involved in degradation of excess histones,20905.0,20452.0,37.6940641502,0.978330542932
YDR460W,1166,TFB3,"Subunit of TFIIH and nucleotide excision repair factor 3 complexes, involved in transcription initiation, required for nucleotide excision repair  ring finger protein similar to mammalian CAK and TFIIH subunit",1212.0,1155.0,37.9480519481,0.95297029703
YDR461W,311,MFA1,"Mating pheromone a-factor, made by a cells  interacts with alpha cells to induce cell cycle arrest and other responses leading to mating  biogenesis involves C-terminal modification, N-terminal proteolysis, and export  also encoded by MFA2",140595.0,140315.0,41.8795994726,0.998008464028
YDR462W,644,MRPL28,Mitochondrial ribosomal protein of the large subunit,4106.0,3949.0,36.6100278552,0.961763273259
YDR463W,1760,STP1,"Transcription factor, undergoes proteolytic processing by SPS (Ssy1p-Ptr3p-Ssy5p)-sensor component Ssy5p in response to extracellular amino acids  activates transcription of amino acid permease genes and may have a role in tRNA processing",8990.0,8430.0,29.7856465006,0.937708565072
YDR464W,4508,SPP41,Protein involved in negative regulation of expression of spliceosome components PRP4 and PRP3,9245.0,5204.0,24.9911606457,0.562898864251
YDR466W,2897,PKH3,"Protein kinase with similarity to mammalian phosphoinositide-dependent kinase 1 (PDK1) and yeast Pkh1p and Pkh2p, two redundant upstream activators of Pkc1p  identified as a multicopy suppressor of a pkh1 pkh2 double mutant",3913.0,3740.0,32.3270053476,0.955788397649
YDR469W,728,SDC1,"Subunit of the COMPASS (Set1C) complex, which methylates lysine 4 of histone H3 and is required in chromatin silencing at telomeres  contains a Dpy-30 domain that mediates interaction with Bre2p  similar to C. elegans and human DPY-30",2618.0,2408.0,32.9256644518,0.919786096257
YDR471W,995,RPL27B,"Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl27Ap and has similarity to rat L27 ribosomal protein",101528.0,88152.0,28.9995008621,0.868253092743
YDR472W,1052,TRS31,One of 10 subunits of the transport protein particle (TRAPP) complex of the cis-Golgi which mediates vesicle docking and fusion  involved in endoplasmic reticulum (ER) to Golgi membrane traffic,2508.0,2367.0,36.8065061259,0.943779904306
YDR477W,2102,SNF1,"AMP-activated serine/threonine protein kinase found in a complex containing Snf4p and members of the Sip1p/Sip2p/Gal83p family  required for transcription of glucose-repressed genes, thermotolerance, sporulation, and peroxisome biogenesis",4924.0,4682.0,34.1343442973,0.950852965069
YDR478W,797,SNM1,"Subunit of RNase MRP, which cleaves pre-rRNA and has a role in cell cycle-regulated degradation of daughter cell-specific mRNAs  binds to the NME1 RNA subunit of RNase MRP",4951.0,4715.0,38.4349946978,0.952332862048
YDR480W,1172,DIG2,"MAP kinase-responsive inhibitor of the Ste12p transcription factor, involved in the regulation of mating-specific genes and the invasive growth pathway  related regulators Dig1p and Dig2p bind to Ste12p",425.0,410.0,28.5512195122,0.964705882353
YDR483W,1529,KRE2,"Alpha1,2-mannosyltransferase of the Golgi involved in protein mannosylation",20221.0,19809.0,40.2893634207,0.979625142179
YDR484W,2126,VPS52,"Component of the GARP (Golgi-associated retrograde protein) complex, Vps51p-Vps52p-Vps53p-Vps54p, which is required for the recycling of proteins from endosomes to the late Golgi  involved in localization of actin and chitin",3050.0,2816.0,34.1566051136,0.923278688525
YDR489W,1085,SLD5,"Subunit of the GINS complex (Sld5p, Psf1p, Psf2p, Psf3p), which is localized to DNA replication origins and implicated in assembly of the DNA replication machinery",997.0,941.0,36.4622741764,0.943831494483
YDR492W,1151,IZH1,"Membrane protein involved in zinc ion homeostasis, member of the four-protein IZH family  transcription is regulated directly by Zap1p, expression induced by zinc deficiency and fatty acids  deletion increases sensitivity to elevated zinc",11608.0,11191.0,35.1419890984,0.964076498966
YDR493W,572,MZM1,Mitochondrial matrix protein with a role in maintaining the labile mitochondrial zinc pool  null mutant has a respiratory growth defect and an elevated frequency of mitochondrial genome loss  overexpression causes cell cycle delay or arrest,1902.0,1610.0,37.7888198758,0.846477392219
YDR494W,1286,RSM28,Mitochondrial ribosomal protein of the small subunit  genetic interactions suggest a possible role in promoting translation initiation,4462.0,4089.0,32.7754952311,0.916405199462
YDR499W,2444,LCD1,Essential protein required for the DNA integrity checkpoint pathways  interacts physically with Mec1p  putative homolog of S. pombe Rad26 and human ATRIP,950.0,908.0,38.15969163,0.955789473684
YDR501W,1766,PLM2,Forkhead Associated domain containing protein and putative transcription factor found associated with chromatin  target of SBF transcription factor  induced in response to DNA damaging agents and deletion of telomerase  similar to TOS4,1105.0,1043.0,37.0632790029,0.943891402715
YDR509W,548,YDR509W,"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data",0.0,0.0,NA,NA
YDR510W,506,SMT3,"Ubiquitin-like protein of the SUMO family, conjugated to lysine residues of target proteins  regulates chromatid cohesion, chromosome segregation, APC-mediated proteolysis, DNA replication and septin ring dynamics  phosphorylated at Ser2",17253.0,15825.0,30.9957661927,0.917231785776
YDR511W,602,ACN9,"Protein of the mitochondrial intermembrane space, required for acetate utilization and gluconeogenesis  has orthologs in higher eukaryotes",3033.0,2701.0,34.329877823,0.890537421695
YDR513W,632,GRX2,"Cytoplasmic glutaredoxin, thioltransferase, glutathione-dependent disulfide oxidoreductase involved in maintaining redox state of target proteins, also exhibits glutathione peroxidase activity, expression induced in response to stress",6179.0,5940.0,31.3393939394,0.961320602039
YDR515W,1544,SLF1,RNA binding protein that associates with polysomes  proposed to be involved in regulating mRNA translation  involved in the copper-dependent mineralization of copper sulfide complexes on cell surface in cells cultured in copper salts,1797.0,1779.0,45.1838111298,0.989983305509
YDR517W,1319,GRH1,"Acetylated, cis-golgi localized protein involved in ER to Golgi transport  homolog of human GRASP65  forms a complex with the coiled-coil protein Bug1p  mutants are compromised for the fusion of ER-derived vesicles with Golgi membranes",5512.0,4880.0,27.5995901639,0.88534107402
