Name,Length,gene,product,reads,reads-with-tail,mean-tail,proportion-with-tail
YDL055C,1286,PSA1,"GDP-mannose pyrophosphorylase (mannose-1-phosphate guanyltransferase), synthesizes GDP-mannose from GTP and mannose-1-phosphate in cell wall biosynthesis  required for normal cell wall structure",10109.0,8042.0,23.4451628948,0.795528736769
YDL054C,1661,MCH1,"Protein with similarity to mammalian monocarboxylate permeases, which are involved in transport of monocarboxylic acids across the plasma membrane  mutant is not deficient in monocarboxylate transport",1102.0,1053.0,40.9401709402,0.9555353902
YDL053C,758,PBP4,"Pbp1p binding protein, interacts strongly with Pab1p-binding protein 1 (Pbp1p) in the yeast two-hybrid system  also interacts with Lsm12p in a copurification assay",3033.0,2880.0,29.8583333333,0.949554896142
YDL052C,1112,SLC1,"1-acyl-sn-glycerol-3-phosphate acyltransferase, catalyzes the acylation of lysophosphatidic acid to form phosphatidic acid, a key intermediate in lipid metabolism  enzymatic activity detected in lipid particles and microsomes",6685.0,6407.0,31.8113001405,0.958414360509
YDL050C,572,YDL050C,"Dubious ORF unlikely to encode a protein, based on available experimental and comparative sequence data",89.0,85.0,39.3647058824,0.955056179775
YDL049C,1007,KNH1,"Protein with similarity to Kre9p, which is involved in cell wall beta 1,6-glucan synthesis  overproduction suppresses growth defects of a kre9 null mutant  required for propionic acid resistance",349.0,316.0,30.1708860759,0.905444126074
YDL048C,1673,STP4,"Protein containing a Kruppel-type zinc-finger domain  has similarity to Stp1p, Stp2p, and Stp3p",3463.0,3311.0,43.8803986711,0.956107421311
YDL045C,1121,FAD1,"Flavin adenine dinucleotide (FAD) synthetase, performs the second step in synthesis of FAD from riboflavin",485.0,445.0,44.4651685393,0.917525773196
YDL044C,1523,MTF2,Mitochondrial matrix protein that interacts with an N-terminal region of mitochondrial RNA polymerase (Rpo41p) and couples RNA processing and translation to transcription,402.0,331.0,31.2598187311,0.823383084577
YDL043C,1001,PRP11,"Subunit of the SF3a splicing factor complex, required for spliceosome assembly",178.0,147.0,27.619047619,0.825842696629
YDL042C,1889,SIR2,"Conserved NAD+ dependent histone deacetylase of the Sirtuin family involved in regulation of lifespan  plays roles in silencing at HML, HMR, telomeres, and the rDNA locus  negatively regulates initiation of DNA replication",602.0,548.0,30.4562043796,0.910299003322
YDL040C,2765,NAT1,"Subunit of the N-terminal acetyltransferase NatA (Nat1p, Ard1p, Nat5p)  N-terminally acetylates many proteins, which influences multiple processes such as the cell cycle, heat-shock resistance, mating, sporulation, and telomeric silencing",5253.0,4842.0,30.9487814952,0.92175899486
YDL039C,2297,PRM7,"Pheromone-regulated protein, predicted to have one transmembrane segment  promoter contains Gcn4p binding elements",1576.0,1292.0,36.1052631579,0.819796954315
YDL037C,1187,BSC1,"Protein of unconfirmed function, similar to cell surface flocculin Muc1p  ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression",36.0,35.0,21.2285714286,0.972222222222
YDL036C,1589,PUS9,"Mitochondrial tRNA:pseudouridine synthase, catalyzes the formation of pseudouridine at position 32 in mitochondrial tRNAs  contains an N-terminal mitochondrial targeting sequence",943.0,841.0,32.0915576694,0.89183457052
YDL035C,3086,GPR1,"Plasma membrane G protein coupled receptor (GPCR) that interacts with the heterotrimeric G protein alpha subunit, Gpa2p, and with Plc1p  sensor that integrates nutritional signals with the modulation of cell fate via PKA and cAMP synthesis",928.0,852.0,30.6819248826,0.918103448276
YDL033C,1454,SLM3,"tRNA-specific 2-thiouridylase, responsible for 2-thiolation of the wobble base of mitochondrial tRNAs  human ortholog is implicated in myoclonus epilepsy associated with ragged red fibers (MERRF)",707.0,436.0,25.2133027523,0.616690240453
YDL028C,2495,MPS1,"Dual-specificity kinase required for spindle pole body (SPB) duplication and spindle checkpoint function  substrates include SPB proteins Spc42p, Spc110p, and Spc98p, mitotic exit network protein Mob1p, and checkpoint protein Mad1p",707.0,567.0,33.9964726631,0.80198019802
YDL027C,1463,YDL027C,"Putative protein of unknown function  the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies  YDL027C is not an essential gene",2407.0,2214.0,30.2448057814,0.919817199834
YDL025C,2063,RTK1,"Putative protein kinase, potentially phosphorylated by Cdc28p  interacts with ribosome biogenesis factors, Cka2, Gus1 and Arc1",1131.0,1056.0,32.5340909091,0.933687002653
YDL024C/YDL022C-A,1806,DIA3/YDL022C-A,"Protein of unknown function, involved in invasive and pseudohyphal growth/Dubious open reading frame unlikely to encode a protein  partially overlaps the verified gene DIA3  identified by fungal homology and RT-PCR",59.0,53.0,35.358490566,0.898305084746
YDL023C,521,YDL023C,"Dubious open reading frame, unlikely to encode a protein  not conserved in other Saccharomyces species  overlaps the verified gene GPD1  deletion confers sensitivity to GSAO  deletion in cyr1 mutant results in loss of stress resistance",8.0,8.0,21.375,1.0
YDL020C,1796,RPN4,Transcription factor that stimulates expression of proteasome genes  Rpn4p levels are in turn regulated by the 26S proteasome in a negative feedback control mechanism  RPN4 is transcriptionally regulated by various stress responses,4347.0,4052.0,37.5360315893,0.93213710605
YDL019C,4052,OSH2,"Member of an oxysterol-binding protein family with seven members in S. cerevisiae  family members have overlapping, redundant functions in sterol metabolism and collectively perform a function essential for viability",2027.0,1617.0,26.8552875696,0.797730636408
YDL018C,878,ERP3,"Protein with similarity to Emp24p and Erv25p, member of the p24 family involved in ER to Golgi transport",882.0,733.0,25.8321964529,0.831065759637
YDL016C,503,YDL016C,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps the verified ORF CDC7/YDL153C, the catalytic subunit of a complex that regulates DNA replication",7224.0,6715.0,23.7142218913,0.929540420819
YDL015C,1133,TSC13,"Enoyl reductase that catalyzes the last step in each cycle of very long chain fatty acid elongation, localizes to the ER, highly enriched in a structure marking nuclear-vacuolar junctions, coimmunoprecipitates with elongases Fen1p and Sur4p",150.0,86.0,26.1860465116,0.573333333333
YDL012C,610,YDL012C,"Tail-anchored plasma membrane protein containing a conserved CYSTM module, possibly involved in response to stress  may contribute to non-homologous end-joining (NHEJ) based on ydl012c htz1 double null phenotype",6859.0,6392.0,27.4938986233,0.931914273218
YDL011C,524,YDL011C,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  overlaps the uncharacterized ORF YDL010W",3.0,3.0,27.0,1.0
YDL009C,524,YDL009C,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps the uncharacterized ORF YDL010W  YDL009C is not an essential gene",89.0,77.0,37.6363636364,0.865168539326
YDL007C-A,458,YDL007C-A,Putative protein of unknown function,0.0,0.0,NA,NA
YDL005C,1496,MED2,Subunit of the RNA polymerase II mediator complex  associates with core polymerase subunits to form the RNA polymerase II holoenzyme  essential for transcriptional regulation,781.0,736.0,34.9809782609,0.9423815621
YDL002C,812,NHP10,"Protein related to mammalian high mobility group proteins  preferentially binds DNA ends, protecting them from exonucleatic cleavage  likely component of the chromatin-remodeling complex INO80 complex  proposed to be involved in DNA repair",617.0,504.0,27.7996031746,0.816855753647
YDR001C,2456,NTH1,"Neutral trehalase, degrades trehalose  required for thermotolerance and may mediate resistance to other cellular stresses  may be phosphorylated by Cdc28p",3310.0,3026.0,32.2782551223,0.91419939577
YDR005C,1468,MAF1,Negative regulator of RNA polymerase III  component of several signaling pathways that repress polymerase III transcription in response to changes in cellular environment  targets the initiation factor TFIIIB,987.0,940.0,41.3712765957,0.952380952381
YDR006C,2906,SOK1,Protein whose overexpression suppresses the growth defect of mutants lacking protein kinase A activity  involved in cAMP-mediated signaling  localized to the nucleus  similar to the mouse testis-specific protein PBS13,819.0,649.0,32.6748844376,0.79242979243
YDR008C,551,YDR008C,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",4.0,4.0,21.5,1.0
YDR010C,533,YDR010C,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",25.0,20.0,29.05,0.8
YDR015C,440,YDR015C,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  overlaps the verified gene HED1/YDR014W-A",39.0,33.0,38.0909090909,0.846153846154
YDR016C,485,DAD1,"Essential subunit of the Dam1 complex (aka DASH complex), couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation  is transferred to the kinetochore prior to mitosis",1493.0,1361.0,33.3225569434,0.911587407904
YDR017C,3353,KCS1,"Inositol hexakisphosphate (IP6) and inositol heptakisphosphate (IP7) kinase  generation of high energy inositol pyrophosphates by Kcs1p is required for many processes such as vacuolar biogenesis, stress response and telomere maintenance",1405.0,1351.0,30.7453737972,0.961565836299
YDR018C,1391,YDR018C,"Probable membrane protein with three predicted transmembrane domains  homologous to Ybr042cp, similar to C. elegans F55A11.5 and maize 1-acyl-glycerol-3-phosphate acyltransferase",161.0,156.0,34.3846153846,0.968944099379
YDR019C,1403,GCV1,"T subunit of the mitochondrial glycine decarboxylase complex, required for the catabolism of glycine to 5,10-methylene-THF  expression is regulated by levels of levels of 5,10-methylene-THF in the cytoplasm",1032.0,845.0,34.1230769231,0.818798449612
YDR020C,899,DAS2,Putative protein of unknown function  non-essential gene identified in a screen for mutants with increased levels of rDNA transcription  weak similarity with uridine kinases and with phosphoribokinases,35.0,25.0,27.16,0.714285714286
YDR022C,791,CIS1,Autophagy-specific protein required for autophagosome formation  may form a complex with Atg17p and Atg29p that localizes other proteins to the pre-autophagosomal structure  high-copy suppressor of CIK1 deletion,1007.0,942.0,26.372611465,0.93545183714
YDR026C,1913,YDR026C,"Protein of unknown function that may interact with ribosomes, based on co-purification experiments  Myb-like DNA-binding protein that may bind to the Ter region of rDNA  interacts physically with Fob1p",2339.0,2077.0,32.3452094367,0.88798631894
YDR027C,2870,VPS54,"Component of the GARP (Golgi-associated retrograde protein) complex, Vps51p-Vps52p-Vps53p-Vps54p, which is required for the recycling of proteins from endosomes to the late Golgi  potentially phosphorylated by Cdc28p",2410.0,2258.0,30.4636846767,0.936929460581
YDR028C,3245,REG1,"Regulatory subunit of type 1 protein phosphatase Glc7p, involved in negative regulation of glucose-repressible genes",1718.0,1084.0,26.0627306273,0.630966239814
YDR030C,1721,RAD28,"Protein involved in DNA repair, related to the human CSA protein that is involved in transcription-coupled repair nucleotide excision repair",261.0,234.0,28.8760683761,0.896551724138
YDR032C,797,PST2,"Protein with similarity to members of a family of flavodoxin-like proteins  induced by oxidative stress in a Yap1p dependent manner  the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",6079.0,5869.0,30.3446924519,0.965454844547
YDR034C,2573,LYS14,Transcriptional activator involved in regulation of genes of the lysine biosynthesis pathway  requires 2-aminoadipate semialdehyde as co-inducer,1164.0,708.0,28.6779661017,0.60824742268
YDR034C-D/YDR034C-C,5514,YDR034C-D/YDR034C-C,"Retrotransposon TYA Gag and TYB Pol genes  transcribed/translated as one unit  polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN)  similar to retroviral genes/Retrotransposon TYA Gag gene co-transcribed with TYB Pol  translated as TYA or TYA-TYB polyprotein  Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs)  similar to retroviral Gag",1576.0,1071.0,28.4192343604,0.679568527919
YDR034C-A,377,YDR034C-A,Putative protein of unknown function  contained within the solo Ty1 LTR element YDRWdelta7,13.0,11.0,46.7272727273,0.846153846154
YDR036C,1703,EHD3,"3-hydroxyisobutyryl-CoA hydrolase, member of a family of enoyl-CoA hydratase/isomerases  non-tagged protein is detected in highly purified mitochondria in high-throughput studies  phosphorylated  mutation affects fluid-phase endocytosis",1088.0,1015.0,25.681773399,0.932904411765
YDR038C,3476,ENA5,"Protein with similarity to P-type ATPase sodium pumps, member of the Na+ efflux ATPase family",992.0,836.0,27.1531100478,0.842741935484
YDR039C,3476,ENA2,"P-type ATPase sodium pump, involved in Na+ efflux to allow salt tolerance  likely not involved in Li+ efflux",1416.0,1184.0,29.5616554054,0.83615819209
YDR040C,3476,ENA1,"P-type ATPase sodium pump, involved in Na+ and Li+ efflux to allow salt tolerance",1465.0,1236.0,30.1545307443,0.843686006826
YDR042C,803,YDR042C,Putative protein of unknown function  expression is increased in ssu72-ts69 mutant,225.0,189.0,29.0052910053,0.84
YDR043C,896,NRG1,Transcriptional repressor that recruits the Cyc8p-Tup1p complex to promoters  mediates glucose repression and negatively regulates a variety of processes including filamentous growth and alkaline pH response,774.0,693.0,39.7272727273,0.895348837209
YDR045C,533,RPC11,RNA polymerase III subunit C11  mediates pol III RNA cleavage activity and is important for termination of transcription  homologous to TFIIS,2600.0,2440.0,26.8721311475,0.938461538462
YDR046C,2015,BAP3,"Amino acid permease involved in the uptake of cysteine, leucine, isoleucine and valine",3901.0,3471.0,39.3045231922,0.889771853371
YDR048C,515,YDR048C,"Dubious ORF unlikely to encode a functional protein, based on available experimental and comparative sequence data",15.0,14.0,35.0,0.933333333333
YDR050C,947,TPI1,"Triose phosphate isomerase, abundant glycolytic enzyme  mRNA half-life is regulated by iron availability  transcription is controlled by activators Reb1p, Gcr1p, and Rap1p through binding sites in the 5' non-coding region",37142.0,23454.0,23.9426963418,0.631468418502
YDR051C,1205,DET1,Acid phosphatase involved in the non-vesicular transport of sterols in both directions between the endoplasmic reticulum and plasma membrane  deletion confers sensitivity to nickel,1876.0,1519.0,29.7320605662,0.809701492537
YDR052C,2315,DBF4,"Regulatory subunit of Cdc7p-Dbf4p kinase complex, required for Cdc7p kinase activity and initiation of DNA replication  phosphorylates the Mcm2-7 family of proteins  cell cycle regulated",598.0,526.0,31.674904943,0.879598662207
YDR054C,1088,CDC34,"Ubiquitin-conjugating enzyme (E2) and catalytic subunit of SCF ubiquitin-protein ligase complex (together with Skp1p, Rbx1p, Cdc53p, and an F-box protein) that regulates cell cycle progression by targeting key substrates for degradation",60.0,35.0,21.8857142857,0.583333333333
YDR056C,818,YDR056C,Putative protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum  YDR056C is not an essential protein,1724.0,1373.0,26.9992716679,0.796403712297
YDR058C,1181,TGL2,Triacylglycerol lipase that is localized to the mitochondria  has lipolytic activity towards triacylglycerols and diacylglycerols when expressed in E. coli,235.0,222.0,26.3738738739,0.944680851064
YDR059C,737,UBC5,"Ubiquitin-conjugating enzyme that mediates selective degradation of short-lived, abnormal, or excess proteins, including histone H3  central component of the cellular stress response  expression is heat inducible",646.0,590.0,29.6355932203,0.913312693498
YDR066C,791,RTR2,Protein of unknown function with high similarity to Rtr1p  exhibits genetic interactions with Rtr1p  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm  YDR066C is not an essential gene,179.0,155.0,30.7677419355,0.865921787709
YDR067C,875,OCA6,"Cytoplasmic protein required for replication of Brome mosaic virus in S. cerevisiae, which is a model system for studying positive-strand RNA virus replication  null mutation confers sensitivity to tunicamycin and DTT",1149.0,1112.0,41.5881294964,0.967798085292
YDR069C,2981,DOA4,"Ubiquitin isopeptidase, required for recycling ubiquitin from proteasome-bound ubiquitinated intermediates, acts at the late endosome/prevacuolar compartment to recover ubiquitin from ubiquitinated membrane proteins en route to the vacuole",693.0,657.0,19.8934550989,0.948051948052
YDR070C,482,FMP16,"Putative protein of unknown function  proposed to be involved in responding to conditions of stress  the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",630.0,468.0,36.3461538462,0.742857142857
YDR071C,776,PAA1,"Polyamine acetyltransferase  acetylates polyamines (e.g. putrescine, spermidine, spermine) and also aralkylamines (e.g. tryptamine, phenylethylamine)  may be involved in transcription and/or DNA replication",3857.0,2559.0,27.9769441188,0.663469017371
YDR072C,1784,IPT1,"Inositolphosphotransferase, involved in synthesis of mannose-(inositol-P)2-ceramide (M(IP)2C), the most abundant sphingolipid , can mutate to resistance to the antifungals syringomycin E and DmAMP1 and to K. lactis zymocin",2309.0,2148.0,37.4711359404,0.930272845388
YDR078C,872,SHU2,"Protein involved in a Rad51p-, Rad54p-dependent pathway for homologous recombination repair, important for error-free repair of spontaneous and induced DNA lesions to protect the genome from mutation  associates with Shu1p, Psy3p, and Csm2p",393.0,361.0,33.2243767313,0.918575063613
YDR079C-A,419,TFB5,Component of the RNA polymerase II general transcription and DNA repair factor TFIIH  involved in transcription initiation and in nucleotide-excision repair  homolog of Chlamydomonas reinhardtii REX1-S protein involved in DNA repair,655.0,516.0,25.1220930233,0.787786259542
YDR081C,2978,PDC2,"Transcription factor required for the synthesis of the glycolytic enzyme pyruvate decarboxylase, required for high level expression of both the THI and the PDC genes",1218.0,945.0,29.2243386243,0.775862068966
YDR084C,800,TVP23,Integral membrane protein localized to late Golgi vesicles along with the v-SNARE Tlg2p  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern,877.0,807.0,28.2565055762,0.920182440137
YDR085C,2063,AFR1,Protein required for pheromone-induced projection (shmoo) formation  regulates septin architecture during mating  has an RVXF motif that mediates targeting of Glc7p to mating projections  interacts with Cdc12p,662.0,579.0,32.9689119171,0.874622356495
YDR086C,443,SSS1,"Subunit of the Sec61p translocation complex (Sec61p-Sss1p-Sbh1p) that forms a channel for passage of secretory proteins through the endoplasmic reticulum membrane, and of the Ssh1p complex (Ssh1p-Sbh2p-Sss1p)  interacts with Ost4p and Wbp1p",32117.0,26815.0,24.5790415812,0.834916088053
YDR087C,1037,RRP1,"Essential evolutionarily conserved nucleolar protein necessary for biogenesis of 60S ribosomal subunits and processing of pre-rRNAs to mature rRNAs, associated with several distinct 66S pre-ribosomal particles",1999.0,1020.0,25.1049019608,0.510255127564
YDR088C,1349,SLU7,"RNA splicing factor, required for ATP-independent portion of 2nd catalytic step of spliceosomal RNA splicing  interacts with Prp18p  contains zinc knuckle domain",938.0,799.0,43.5068836045,0.851812366738
YDR090C,1133,YDR090C,Putative protein of unknown function,96.0,61.0,26.9672131148,0.635416666667
YDR091C,2027,RLI1,Essential iron-sulfur protein required for ribosome biogenesis and translation initiation and termination  facilitates binding of a multifactor complex (MFC) of initiation factors to the small ribosomal subunit  predicted ABC family ATPase,897.0,198.0,33.0151515152,0.220735785953
YDR095C,611,YDR095C,"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data",65.0,64.0,29.34375,0.984615384615
YDR097C,3929,MSH6,"Protein required for mismatch repair in mitosis and meiosis, forms a complex with Msh2p to repair both single-base & insertion-deletion mispairs  potentially phosphorylated by Cdc28p",1009.0,797.0,22.8281053952,0.789890981169
YDR098C,1058,GRX3,Hydroperoxide and superoxide-radical responsive glutathione-dependent oxidoreductase  monothiol glutaredoxin subfamily member along with Grx4p and Grx5p  protects cells from oxidative damage,4130.0,3803.0,25.2311333158,0.920823244552
YDR098C-B/YDR098C-A,5469,YDR098C-B/YDR098C-A,"Retrotransposon TYA Gag and TYB Pol genes  transcribed/translated as one unit  polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN)  similar to retroviral genes/Retrotransposon TYA Gag gene co-transcribed with TYB Pol  translated as TYA or TYA-TYB polyprotein  Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs)  similar to retroviral Gag",4950.0,3257.0,22.5793675161,0.65797979798
YDR101C,1982,ARX1,Shuttling pre-60S factor  involved in the biogenesis of ribosomal large subunit biogenesis  interacts directly with Alb1  responsible for Tif6 recycling defects in absence of Rei1  associated with the ribosomal export complex,709.0,507.0,28.4319526627,0.71509167842
YDR102C,533,YDR102C,Dubious open reading frame  homozygous diploid deletion strain exhibits high budding index,44.0,34.0,28.0882352941,0.772727272727
YDR104C,3938,SPO71,"Meiosis-specific protein of unknown function, required for spore wall formation during sporulation  dispensable for both nuclear divisions during meiosis",387.0,317.0,30.5520504732,0.819121447028
YDR105C,1622,TMS1,"Vacuolar membrane protein of unknown function that is conserved in mammals  predicted to contain eleven transmembrane helices  interacts with Pdr5p, a protein involved in multidrug resistance",2497.0,2201.0,32.2153566561,0.881457749299
YDR107C,2219,TMN2,Protein with a role in cellular adhesion and filamentous growth  similar to Emp70p and Tmn3p  member of the evolutionarily conserved Transmembrane Nine family of proteins with nine membrane-spanning segments,188.0,173.0,46.289017341,0.920212765957
YDR109C,2348,YDR109C,Putative kinase,401.0,359.0,35.5376044568,0.895261845387
YDR111C,1724,ALT2,Putative alanine transaminase (glutamic pyruvic transaminase),357.0,259.0,30.3513513514,0.725490196078
YDR113C,1322,PDS1,"Securin, inhibits anaphase by binding separin Esp1p  blocks cyclin destruction and mitotic exit, essential for meiotic progression and mitotic cell cycle arrest  localization is cell-cycle dependent and regulated by Cdc28p phosphorylation",1383.0,1067.0,33.4620431115,0.77151120752
YDR114C,503,YDR114C,Putative protein of unknown function  deletion mutant exhibits poor growth at elevated pH and calcium,30.0,25.0,35.76,0.833333333333
YDR116C,1058,MRPL1,Mitochondrial ribosomal protein of the large subunit,1179.0,381.0,36.1811023622,0.323155216285
YDR117C,1898,TMA64,"Protein of unknown function that associates with ribosomes  has a putative RNA binding domain  in mammals the corresponding protein, eIF2D, has been shown to possess translation initiation factor activity",867.0,712.0,30.3258426966,0.82122260669
YDR120C,1913,TRM1,"tRNA methyltransferase  two forms of the protein are made by alternative translation starts  localizes to both the nucleus and mitochondrion to produce the modified base N2,N2-dimethylguanosine in tRNAs in both compartments",3061.0,1692.0,30.3185579196,0.552760535773
YDR123C,1115,INO2,"Component of the heteromeric Ino2p/Ino4p basic helix-loop-helix transcription activator that binds inositol/choline-responsive elements (ICREs), required for derepression of phospholipid biosynthetic genes in response to inositol depletion",41.0,28.0,27.6071428571,0.682926829268
YDR125C,1562,ECM18,"Protein of unknown function, similar to Rlp24p",124.0,119.0,38.7647058824,0.959677419355
YDR129C,2240,SAC6,"Fimbrin, actin-bundling protein  cooperates with Scp1p (calponin/transgelin) in the organization and maintenance of the actin cytoskeleton",12419.0,11052.0,29.083242852,0.889926725179
YDR130C,1076,FIN1,Spindle pole body-related intermediate filament protein  forms cell cycle-specific filaments between spindle pole bodies in mother and daughter cells  localization cell-cycle dependent  involved in Glc7p localization and regulation,296.0,248.0,30.3830645161,0.837837837838
YDR131C,1871,YDR131C,"F-box protein, substrate-specific adaptor subunit that recruits substrates to a core ubiquitination complex",321.0,301.0,35.6744186047,0.93769470405
YDR132C,1688,YDR132C,Putative protein of unknown function,437.0,371.0,29.9703504043,0.848970251716
YDR133C,536,YDR133C,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps YDR134C",12420.0,11668.0,32.2593417895,0.939452495974
YDR135C,4748,YCF1,"Vacuolar glutathione S-conjugate transporter of the ATP-binding cassette family, has a role in detoxifying metals such as cadmium, mercury, and arsenite  also transports unconjugated bilirubin  similar to human cystic fibrosis protein CFTR",5646.0,5332.0,25.0768942236,0.944385405597
YDR136C,773,VPS61,"Dubious open reading frame, unlikely to encode a protein  not conserved in closely related Saccharomyces species  4% of ORF overlaps the verified gene RGP1  deletion causes a vacuolar protein sorting defect",37.0,27.0,22.3703703704,0.72972972973
YDR139C,507,RUB1,"Ubiquitin-like protein with similarity to mammalian NEDD8  conjugation (neddylation) substrates include the cullins Cdc53p, Rtt101p, and Cul3p  activated by Ula1p and Uba3p (E1 enzyme pair)  conjugation mediated by Ubc12p (E2 enzyme)",2144.0,1855.0,27.2296495957,0.865205223881
YDR141C,5297,DOP1,"Golgi-localized, leucine-zipper domain containing protein  involved in endosome to Golgi transport, organization of the ER, establishing cell polarity, and morphogenesis  detected in highly purified mitochondria in high-throughput studies",2589.0,1973.0,23.6487582362,0.762070297412
YDR142C,1328,PEX7,Peroxisomal signal receptor for the N-terminal nonapeptide signal (PTS2) of peroxisomal matrix proteins  WD repeat protein  defects in human homolog cause lethal rhizomelic chondrodysplasia punctata (RCDP),748.0,668.0,33.9610778443,0.893048128342
YDR143C,2033,SAN1,Ubiquitin-protein ligase  involved in the proteasome-dependent degradation of aberrant nuclear proteins  targets substrates with regions of exposed hydrophobicity containing 5 or more contiguous hydrophobic residues  contains intrinsically disordered regions that contribute to substrate recognition,1203.0,1064.0,29.9407894737,0.884455527847
YDR144C,1991,MKC7,"GPI-anchored aspartyl protease, member of the yapsin family of proteases involved in cell wall growth and maintenance  shares functions with Yap3p and Kex2p",3362.0,2834.0,31.2187720536,0.842950624628
YDR146C,2330,SWI5,Transcription factor that activates transcription of genes expressed at the M/G1 phase boundary and in G1 phase  localization to the nucleus occurs during G1 and appears to be regulated by phosphorylation by Cdc28p kinase,927.0,862.0,41.1125290023,0.929881337648
YDR148C,1592,KGD2,"Dihydrolipoyl transsuccinylase, component of the mitochondrial alpha-ketoglutarate dehydrogenase complex, which catalyzes the oxidative decarboxylation of alpha-ketoglutarate to succinyl-CoA in the TCA cycle  phosphorylated",2519.0,2257.0,25.4045192734,0.89599047241
YDR149C,908,YDR149C,"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data  overlaps the verified gene NUM1  null mutation blocks anaerobic growth",1.0,0.0,NA,0.0
YDR151C,1178,CTH1,"Member of the CCCH zinc finger family  has similarity to mammalian Tis11 protein, which activates transcription and also has a role in mRNA degradation  may function with Tis11p in iron homeostasis",2082.0,1777.0,35.2172200338,0.853506243996
YDR153C,1436,ENT5,"Protein containing an N-terminal epsin-like domain involved in clathrin recruitment and traffic between the Golgi and endosomes  associates with the clathrin adaptor Gga2p, clathrin adaptor complex AP-1, and clathrin",1539.0,1330.0,35.4052631579,0.864197530864
YDR154C/YDR155C,798,YDR154C/CPR1,"Dubious open reading frame, null mutant exhibits synthetic phenotype with alpha-synuclein/Cytoplasmic peptidyl-prolyl cis-trans isomerase (cyclophilin), catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues  binds the drug cyclosporin A",68744.0,40020.0,26.9840329835,0.582159897591
YDR162C,911,NBP2,"Protein involved in the HOG (high osmolarity glycerol) pathway, negatively regulates Hog1p by recruitment of phosphatase Ptc1p the Pbs2p-Hog1p complex, found in the nucleus and cytoplasm, contains an SH3 domain that binds Pbs2p",530.0,421.0,31.7505938242,0.794339622642
YDR164C,2375,SEC1,Sm-like protein involved in docking and fusion of exocytic vesicles  binds to assembled SNARE complexes at the membrane and stimulates membrane fusion  localization to sites of secretion (bud neck and bud tip) is dependent on SNARE function,503.0,411.0,28.3746958637,0.817097415507
YDR166C,3116,SEC5,"Essential 107kDa subunit of the exocyst complex (Sec3p, Sec5p, Sec6p, Sec8p, Sec10p, Sec15p, Exo70p, and Exo84p), which has the essential function of mediating polarized targeting of secretory vesicles to active sites of exocytosis",514.0,465.0,30.3892473118,0.9046692607
YDR169C,1742,STB3,"Ribosomal RNA processing element (RRPE)-binding protein involved in the glucose-induced transition from quiescence to growth  restricted to nucleus in quiescent cells, released into cytoplasm after glucose repletion  binds Sin3p",638.0,315.0,28.6222222222,0.493730407524
YDR169C-A,350,YDR169C-A,Putative protein of unknown function  identified by fungal homology and RT-PCR,13.0,9.0,28.0,0.692307692308
YDR170C,6230,SEC7,"Guanine nucleotide exchange factor (GEF) for ADP ribosylation factors involved in proliferation of the Golgi, intra-Golgi transport and ER-to-Golgi transport  found in the cytoplasm and on Golgi-associated coated vesicles",6152.0,4045.0,24.5629171817,0.657509752926
YDR173C,1268,ARG82,"Inositol polyphosphate multikinase (IPMK), sequentially phosphorylates Ins(1,4,5)P3 to form Ins(1,3,4,5,6)P5  also has diphosphoinositol polyphosphate synthase activity  regulates arginine-, phosphate-, and nitrogen-responsive genes",475.0,412.0,34.8762135922,0.867368421053
YDR175C,1160,RSM24,Mitochondrial ribosomal protein of the small subunit,2731.0,2563.0,43.6047600468,0.938484071769
YDR179C,689,CSN9,"Subunit of the Cop9 signalosome, which is required for deneddylation, or removal of the ubiquitin-like protein Rub1p from Cdc53p (cullin)  involved in adaptation to pheromone signaling",218.0,183.0,29.3005464481,0.839449541284
